cartodb_id,the_geom,field_1,uid,feature_name,address,city,state,side,category,group_class,secondary_class_for_internal_use,year_dedicated,school_percent_black,source,notes,latitude,longitude
123,0101000020E61000007061DD78778757C024EF1CCA50394240,,3,Texas Memorial,,Pea Ridge,AR,South,Monument,Monument,,1964,,http://www.arkansasties.com/WhatsNew/2010/09/texas-memorial/,,36.447778,-94.116667
124,0101000020E610000080C9D7AF05E956C02BBF0CC688E24140,,4,Batesville Confederate Monument,,Batesville,AR,South,Monument,Monument,,1907,,https://en.wikipedia.org/wiki/Batesville_Confederate_Monument,,35.769799,-91.6409721
125,0101000020E6100000221807978E2557C079F06EC042484140,,5,Confederate Veterans’ Memorial,,Benton,AR,South,Monument,Monument,,Unknown,,http://www.waymarking.com/waymarks/WMNHQ2_Confederate_Veterans_Memorial_Saline_County_Veterans_Plaza_Benton_AR,"Encyclopedia of Arkansas, Butler Center for Arksas Studies at the Central Arkansas Library System",34.5645371,-92.586828
126,0101000020E6100000E835D1425D8D57C03B985EACB92F4240,,6,Bentonville Confederate Monument,Town Square. Across From Benton County Courthouse.,Bentonville,AR,South,Monument,Monument,,1908,,https://en.wikipedia.org/wiki/Downtown_Bentonville#Confederate_Soldier_Monument,"Encyclopedia of Arkansas, Butler Center for Arksas Studies at the Central Arkansas Library System / http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_31984&hlterm=confederate",36.3728538,-94.2088172
178,0101000020E6100000FE1076E50E5C54C0654FA7E100C33A40,,10,Hendry County,,LaBelle,FL,South,County,County,,1923,,"https://en.wikipedia.org/wiki/Hendry_County,_Florida",,26.7617322,-81.4384092
129,0101000020E61000000E83F92BE44657C0416A6EE0691D4240,,9,Confederate Veterans Memorial,Boone County Courthouse,Harrison,AR,South,Monument,Monument,,1986,,"Encyclopedia of Arkansas, Butler Center for Arksas Studies at the Central Arkansas Library System; http://www.encyclopediaofarkansas.net/encyclopedia/entry-detail.aspx?entryID=4794; http://www.arkansasties.com/WhatsNew/2009/04/harrison-confederate-memorial/; http://www.waymarking.com/waymarks/WMFZ72_Harrison_Confederate_Marker_Harrison_AR",,36.2297936,-93.1076765
130,0101000020E6100000A8A0EC77F24357C0F878D78F033F4140,,10,Hot Springs Confederate Monument,Landmark Plaza,Hot Springs,AR,South,Monument,Monument,,1934,,"Encyclopedia of Arkansas, Butler Center for Arksas Studies at the Central Arkansas Library System / http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_314025&hlterm=confederate",http://www.civilwarbuff.org/Places/Garland/ConfederateMemorial/Confederate.htm,34.4922962,-93.0616741
131,0101000020E6100000E94C350ED0D356C0766D6FB724D24140,,11,Jackson County Confederate Memorial,"Jacksonport State Park. End Of Mall, Washington St And Avenue St.",Jacksonport,AR,South,Monument,Monument,,1914,,"Encyclopedia of Arkansas, Butler Center for Arksas Studies at the Central Arkansas Library System / http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_336177&hlterm=confederate",,35.6417455,-91.3095737
132,0101000020E6100000DEC5A0B8881257C0594BA6AF8C5F4140,,12,Memorial to Company A Confederate Soldiers,Mcarthur Park. Northeast Corner Of Museum Of Natural History,Little Rock,AR,South,Monument,Monument,,1911,,http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_336176&hlterm=confederate,,34.7464809,-92.2895948
133,0101000020E6100000DEC5A0B8881257C0594BA6AF8C5F4140,,13,Confederate Bench,"503 E 9th St, MacArthur Museum of Arkansas Military History also known as the City Park, the Arsenal, MacArthur Park",Little Rock,AR,South,Monument,Monument,,1936,,"http://www.arkansasties.com/Pulaski/Structures2/MacArthur/Arsenal4.htm; Encyclopedia of Arkansas, Butler Center for Arksas Studies at the Central Arkansas Library System; http://www.encyclopediaofarkansas.net/encyclopedia/entry-detail.aspx?entryID=4794",,34.7464809,-92.2895948
134,0101000020E6100000DEC5A0B8881257C0594BA6AF8C5F4140,,14,Confederate Soldiers Memorial,"On the grounds of the Arkansas State Capitol, Woodlane St & W. 4th St",Little Rock,AR,South,Monument,Monument,,1905,,"http://www.waymarking.com/waymarks/WM99P3_Confederate_Soldiers_Monument_Little_Rock_Arkansas; Encyclopedia of Arkansas, Butler Center for Arksas Studies at the Central Arkansas Library System; http://www.encyclopediaofarkansas.net/encyclopedia/entry-detail.aspx?entryID=4794",,34.7464809,-92.2895948
135,0101000020E6100000DEC5A0B8881257C0594BA6AF8C5F4140,,15,General Thomas J. Churchill Memorial,"300 W Markham St, Old State House Museum",Little Rock,AR,South,Monument,Monument,,1928,,"http://www.arkansasties.com/Pulaski/Structures2/OldStateHouse/State5.htm; Encyclopedia of Arkansas, Butler Center for Arksas Studies at the Central Arkansas Library System; ",,34.7464809,-92.2895948
136,0101000020E6100000DEC5A0B8881257C0594BA6AF8C5F4140,,16,General William Read Scurry Memorial,"300 W Markham St, Old State House Museum",Little Rock,AR,South,Monument,Monument,,1928,,"http://www.arkansasties.com/Pulaski/Structures2/OldStateHouse/State5.htm; Encyclopedia of Arkansas, Butler Center for Arksas Studies at the Central Arkansas Library System; http://www.encyclopediaofarkansas.net/encyclopedia/entry-detail.aspx?entryID=4794",http://www.waymarking.com/waymarks/WMAYZ7_General_William_Read_Scurry_Memorial_Little_Rock_Arkansas,34.7464809,-92.2895948
137,0101000020E6100000DEC5A0B8881257C0594BA6AF8C5F4140,,17,Southern Soldiers Memorial,"300 W Markham St, Old State House Museum",Little Rock,AR,South,Monument,Monument,,Unknown,,"http://www.arkansasties.com/Pulaski/Structures2/OldStateHouse/State5.htm; Encyclopedia of Arkansas, Butler Center for Arksas Studies at the Central Arkansas Library System",,34.7464809,-92.2895948
138,0101000020E610000055C5AFB37CB056C0D2D2CBDE08634140,,18,General Robert E. Lee Monument,City Park,Marianna,AR,South,Monument,Monument,,1913,,"http://www.encyclopediaofarkansas.net/encyclopedia/entry-detail.aspx?entryID=918; National Register of Historic Places",,34.7737082,-90.7576112
139,0101000020E610000056B3CEF83E0F57C06616574BF0E04040,,19,Confederate Captain Richard Tunball Banks Monument,,New Edinburg,AR,South,Monument,Monument,,1864,,"Encyclopedia of Arkansas, Butler Center for Arksas Studies at the Central Arkansas Library System",,33.7573332,-92.2382185
140,0101000020E6100000081EDFDE350057C026E2ADF36F1D4140,,20,Pine Bluff Confederate Monument,"North Side Of Jefferson Cty. Courthouse, Jct. Of Barraque And Main Sts.",Pine Bluff,AR,South,Monument,Monument,,1910,,National Register of Historic Places / http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_334133&hlterm=confederate,,34.229979,-92.003288
142,0101000020E61000004F19A48570D356C099243BDB480A4240,,22,Confederate War Memorial,,Smithville,AR,South,Monument,Monument,,1996,,http://www.arkansasties.com/WhatsNew/2007/02/smithville/,,36.0803484,-91.3037428
143,0101000020E61000002461DF4E22F656C097F5ACB541FF4040,,23,Star City Confederate Memorial,Sw Corner Of Star City City Sq.,Star City,AR,South,Monument,Monument,,1928,,"National Register of Historic Places; http://www.encyclopediaofarkansas.net/encyclopedia/entry-detail.aspx?entryID=4794; https://en.wikipedia.org/wiki/Star_City_Confederate_Memorial ",,33.9941928,-91.845844
144,0101000020E6100000D6C9198A3B4357C028B9C326320F4140,,24,Arkadelphia Confederate Monument,Clark County Courthouse,Arkadelphia,AR,South,Monument / Courthouse,Monument,Courthouse Grounds,1911,,National Register of Historic Places / http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_336919&hlterm=confederate,,34.118718,-93.050509
145,0101000020E610000073266DAAEE7956C05019FF3EE3F64140,,25,Confederate War Memorial,Mississippi County Courthouse,Blytheville,AR,South,Monument / Courthouse,Monument,Courthouse Grounds,1934,,"Encyclopedia of Arkansas, Butler Center for Arksas Studies at the Central Arkansas Library System and http://www.arkansasties.com/WhatsNew/2006/03/mississippi-county-courthouse/; http://www.encyclopediaofarkansas.net/encyclopedia/entry-detail.aspx?entryID=4794 ; http://www.arkansasties.com/WhatsNew/wp-content/uploads/2014/03/101.jpg ",,35.92881,-89.905192
228,0101000020E61000009BF4087F500E54C0C98C5CDCEBCD3940,,36,Robert E. Lee Park,Nw 6Th Avenue And Nw 30Th Street,Miami,FL,South,Park,Park,,Unknown,,"Geographic Names Information System, USGS",,25.8043802,-80.2236631
146,0101000020E6100000079964E42C3557C0F94CF6CFD3CA4040,,26,Camden Confederate Women Monument,"Ouichita County Courthouse Lawn, Jefferson St. Between Harrison St. And Scott Alley",Camden,AR,South,Monument / Courthouse,Monument,Courthouse Grounds,1915,,National Register of Historic Places / http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_321770&hlterm=confederate,,33.584589,-92.830865
147,0101000020E610000005590520A42A57C091D5AD9E939A4040,,27,El Dorado Confederate Monument,"Courthouse Lawn, Near Jct. Of N. Main St. And S. Washington",El Dorado,AR,South,Monument / Courthouse,Monument,Courthouse Grounds,1909,,National Register of Historic Places / http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_321767&hlterm=confederate,,33.20763,-92.6662674
175,0101000020E6100000D541B9C8984053C029B5728AE9714340,,7,Fighting Joe Wheeler Statue,U.S. Capitol,Washington,DC,Border,Monument,Monument,U.S. Capitol Grounds,1925,,http://www.aoc.gov/capitol-hill/national-statuary-hall-collection/joseph-wheeler,,38.8899396,-77.0093252
148,0101000020E6100000C4995FCD819957C013DED4F665B14140,,28,Fort Smith Confederate Monument,"Courthouse Lawn, Near Jct. Of 6Th St. And Rogers Ave.",Fort Smith,AR,South,Monument / Courthouse,Monument,Courthouse Grounds,1903,,"http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_336938&hlterm=confederate; http://www.encyclopediaofarkansas.net/encyclopedia/entry-detail.aspx?entryID=4794",,35.3859242,-94.3985475
150,0101000020E61000001DB51DAE30D256C0640C079D6BAA4040,,30,Lake Village Confederate Monument,Chicot County Courthouse. Lakehore.,Lake Village,AR,South,Monument / Courthouse,Monument,Courthouse Grounds,1910,,https://en.wikipedia.org/wiki/Lake_Village_Confederate_Monument,,33.3314091,-91.2842212
151,0101000020E610000083BF5FCC96F956C07D618D0EA3644140,,31,Lonoke Confederate Monument,"Courthouse Lawn, Near Jct. Of 3Rd And Center Sts.",Lonoke,AR,South,Monument / Courthouse,Monument,Courthouse Grounds,1910,,http://www.encyclopediaofarkansas.net/encyclopedia/entry-detail.aspx?entryID=8510,,34.7862261,-91.899829
152,0101000020E6100000FC32BD691F7E56C07580160104DA4140,,32,Confederate Monument,Mississippi County Courthouse,Osceola,AR,South,Monument / Courthouse,Monument,Courthouse Grounds,1934,,"http://www.mcagov.com/history/mississippi-county-courthouse-osceola; http://www.americanmemorialsdirectory.com/arkansas.html",,35.7032472,-89.9706673
153,0101000020E6100000B414DA835AEF56C01692825D03A04140,,33,Searcy Confederate Monument,"Courthouse Lawn, Near Jct. Of W. Arch Ave. And Spring St.",Searcy,AR,South,Monument / Courthouse,Monument,Courthouse Grounds,1917,,http://www.arkansaspreservation.com/National-Register-Listings/PDF/WH2320S.nr.pdf,,35.2501027,-91.7398996
154,0101000020E6100000938FDD054A9657C0782AE09EE7B74140,,34,Van Buren Confederate Monument,Crawford County Courthouse,Van Buren,AR,South,Monument / Courthouse,Monument,Courthouse Grounds,1899,,"Encyclopedia of Arkansas, Butler Center for Arksas Studies at the Central Arkansas Library System / http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_337919&hlterm=confederate",,35.436756,-94.348268
155,0101000020E610000083AB973AA31257C0C7B71C54875F4140,,35,Confederate War Prisoners Memorial,Arkansas State Capitol,Little Rock,AR,South,Monument,Monument,State Capitol Grounds,Unknown,,http://www.sos.arkansas.gov/Pages/default.aspx,,34.7463174,-92.2912127
156,0101000020E610000083AB973AA31257C0C7B71C54875F4140,,36,Monument to Confederate Soldiers,Arkansas State Capitol. North Lawn At 7Th St.,Little Rock,AR,South,Monument,Monument,State Capitol Grounds,1905,,http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_334146&hlterm=confederate,,34.7463174,-92.2912127
157,0101000020E610000083AB973AA31257C0C7B71C54875F4140,,37,Monument to Confederate Women,"State Capitol Grounds, Jct. Of W. 7Th And And Marshall Sts.",Little Rock,AR,South,Monument,Monument,State Capitol Grounds,1913,,National Register of Historic Places http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_314010&hlterm=confederate,,34.7463174,-92.2912127
158,0101000020E6100000D9588979561C57C0B1FCF9B6608B4140,,38,Confederate Soldiers Monument,801 Locust St,Conway,AR,South,Monument / Courthouse,Monument,Courthouse Grounds,1925,,http://www.arkansasties.com/WhatsNew/2006/10/faulkner-county-court-house-2/,,35.088889,-92.442778
159,0101000020E61000000391459A78B256C0E17A14AE47814140,,38,City of Forrest City,,Forrest City,AR,South,Municipality,Municipality,,1870,,"https://en.wikipedia.org/wiki/Forrest_City,_Arkansas",,35.01,-90.788611
160,0101000020E6100000901C9F7FF14857C093E755F88EA24140,,39,Confederate Mothers Memorial Park,Jct. Of Ar 326 And S. Glenwood Ave.,Russellville,AR,South,Park,Park,,Unknown,,National Register of Historic Places,,35.2699881,-93.1397399
161,0101000020E610000094AB0E6F8CB256C0F678C663AB824140,,30,Forrest City Jr. High School,1133 North Division St,Forrest City,AR,South,School,School,,Unknown,81%,,"http://www.reagan1974.com/news.htm,,,,,,,,,,,,,,,,",35.0208554,-90.7898214
162,0101000020E610000049AC7B1AE6B256C005F7A864A5824140,,31,Forrest City High School,467 Victoria St,Forrest City,AR,South,School,School,,1914,82%,,"http://www.houstonchronicle.com/news/education/article/Consensus-far-from-clear-on-renaming-6367549.php,,,,,,,,,,,,,,,,",35.0206724,-90.7952944
163,0101000020E6100000F43C13F55D0157C010CCD1E3F7184140,,32,Forrest Park Prep Preschool,1903 West 34Th St,Pine Bluff,AR,South,School,School,,Unknown,90%,,"http://www.dallasisd.org/Page/2414 / https://www.facebook.com/pages/John-H-Reagan-Elementary-School-Alumni-Faculty-Friends/107476615943283?sk=timeline&ref=page_internal,,,,,,,,,,,,,,,,",34.195065,-92.0213597
164,0101000020E6100000BDF616209B8857C04ADE4AC0F9164240,,33,Robert E. Lee Elem. School,400 Quandt,Springdale,AR,South,School,School,,1951,3%,,"http://www.atlantaga.gov/index.aspx?page=467,http://springdaleles.sharpschool.net/about_us/school_history,,,,,,,,,,,,,,,",36.1794968,-94.1344681
165,0101000020E61000005706D50627835BC07DE36BCF2CA13F40,,34,Jefferson Davis Highway,,,AZ,Not a State,Road / Street / Highway,Highway / Roadway,,1943,,"http://www.waymarking.com/waymarks/WM93QG_Jefferson_Davis_Memorial_Highway_Arizona; http://raycomgroup.worldnow.com/story/29403127/group-targets-confederate-memorials-in-arizona",,31.62959,-110.049257
166,0101000020E61000006ED7F09991075CC050CEAB9564ED4040,,35,Confederate Troops Memorial,Wesley Bolin Memorial Plaza,Phoenix,AZ,Not a State,Monument,Monument,,1961,,"http://www.wesleybolinplaza.com/wp-content/uploads/2014/05/Wesley-Bolin-Plaza-Map.pdf; http://www.americanmemorialsdirectory.com/arizona.html",,33.8546321,-112.1182618
167,0101000020E61000008F47BAB0FFC55BC07DADA64643064140,,36,Confederate Memorial,,Picacho Pass,AZ,Not a State,Monument,Monument,,Unknown,,http://civilwartalk.com/threads/picacho-pass-arizona-the-farthest-battle.95011/,may not be publicly funded,34.0489281,-111.0937311
171,0101000020E6100000802557B1F8EB5EC0FDEE67C240B04340,,3,City of Fort Bragg,,Fort Bragg,CA,North,Municipality,Municipality,,1889,,"Geographic Names Information System, USGS; https://en.wikipedia.org/wiki/Fort_Bragg,_California",,39.3769763,-123.687054
174,0101000020E61000006DB30CCCE54953C09377691E1B734340,,6,Jefferson Davis Senate Desk reserved for Senior Senator of Mississippi,,,DC,Border,Monument,Monument,,Unknown,,http://www.senate.gov/artandhistory/art/special/Desks/hdetail.cfm?id=8,"In 1995 the Senate adopted Senate Resolution 161 (104th Congress, 1st session) introduced by Mississippi Senator Thad Cochran. The resolution specified that the desk once used by Senator Jefferson Davis in the Senate Chamber would henceforth be assigned to the senior senator from Mississippi.",38.8992651,-77.1546507
176,0101000020E610000013EDCFEA898C54C0470AC09A5E5D3C40,,8,Pasco County,,Dade City,FL,South,County,County,,1887,,"https://en.wikipedia.org/wiki/Pasco_County,_Florida",,28.3647248,-82.1959178
177,0101000020E6100000AB819CE6D37754C0E2E6543200A43A40,,9,Lee County,,Fort Myers,FL,South,County,County,,1887,,"https://en.wikipedia.org/wiki/Lee_County,_Florida",,26.640628,-81.8723084
181,0101000020E610000070F9FEBC5F8755C0712C94F194B83E40,,13,Walton County Flag,Walton County Courthouse,Defuniak Springs,FL,South,Flag / Courthouse,Flag,Courthouse Grounds,1871,,http://www.hmdb.org/marker.asp?marker=39775,Flag replaced with 1st CSA flag,30.7210227,-86.1152184
182,0101000020E6100000F5A2D1787D8B54C00BA7BBA1DF453C40,o,,Jeff Davis Drive,,Zephyrhills,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,,,28.2729436,-82.1795332
183,0101000020E61000007BC5AE4827E554C032C96DA0651E3E40,o,,North Jeff Davis Avenue,,Perry,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,,,30.1187382,-83.5805227
184,0101000020E610000082829C410D6454C081B74082E2B33D40,o,,Robert E. Lee Drive,,East Palatka,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,,,29.702675,-81.5633091
185,0101000020E61000009C64F558C48954C0DEF64E1608403E40,o,,Robert E. Lee Lane,,Macclenny,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,,,30.2501234,-82.1526091
186,0101000020E6100000F1170EDF9D9754C084B4C6A013063C40,o,,Robert E. Lee Road,,Tampa,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,,,28.023737,-82.3690107
187,0101000020E6100000708B43473C4B54C0D6E830BA172F3C40,o,,Robert Lee Road,,St. Cloud,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,,,28.1839558,-81.1755541
188,0101000020E61000007D8A2D4E467054C06D4DBA2D915B3E40,o,,General Lee Road,,Jacksonville,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,,,30.357684,-81.7542911
189,0101000020E6100000964A2EB5147F54C027D9EA724ABA3E40,o,,General Lee Road,,Hilliard,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,,,30.7276985,-81.9856389
190,0101000020E6100000AB9DBC233E0B54C0DA39CD02ED263B40,o,,Southeast General Lee Terrace,,Stuart,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,,,27.152054,-80.1756677
191,0101000020E6100000AB483B24EB6954C086A92D7590553E40,o,,Confederate Street,,Jacksonville,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,,,30.3342355,-81.6549769
192,0101000020E6100000EF75AD18096F54C0C2A7397991433E40,o,,Confederate Point Road,,Jacksonville,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,,,30.2639385,-81.7349302
193,0101000020E61000008A3A730F895354C0EF53556820883C40,,1,Stonewall Jackson Road,,Orlando,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,http://www.orlandosentinel.com/news/politics/local/os-orlando-confederate-history-statue-20150725-story.html,,28.5317445,-81.3052405
194,0101000020E610000072005878720E54C00A19236D3E093A40,,2,Forrest Street,,Hollywood,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,http://www.sun-sentinel.com/local/broward/hollywood/fl-strret-names-hollywood-vandals-kkk-20150709-story.html,,26.0361088,-80.2257367
195,0101000020E610000064D1CF2F250E54C01B6C45F69C073A40,,3,Lee Street,,Hollywood,FL,South,Road / Street / Highway,Highway / Roadway,,Unknown,,http://www.sun-sentinel.com/local/broward/hollywood/fl-strret-names-hollywood-vandals-kkk-20150709-story.html,,26.0297388,-80.2210197
196,0101000020E61000000CBCA47B671955C0B69D5B8D91773E40,,4,Robert E. Lee Day,,Tallahassee,FL,South,Holiday,Holiday / Observances,,19-Jan,,http://www.tampabay.com/news/humaninterest/today-in-florida-its-robert-e-lee-day/2261887,"Occurs Jan. 19; Not State Observed. Listed in State Statutes. ""But according to Florida Statute 683.01, this date each year is a legal holiday worth celebrating: Robert E. Lee Day.""",30.4670647,-84.3969411
197,0101000020E61000000CBCA47B671955C0B69D5B8D91773E40,,5,Confederate Memorial Day,,Tallahassee,FL,South,Holiday,Holiday / Observances,,26-Apr,,http://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&Search_String=&URL=0600-0699/0683/Sections/0683.01.html,Occurs on Apr. 26. Not State Observed. Listed in Statutes.,30.4670647,-84.3969411
198,0101000020E61000004E95EF1989A355C0645DDC4603C43E40,,6,Confederate Park Monument,North Ferdon Blvd And East 1St Avenue,Crestview,FL,South,Monument,Monument,,1958,,http://www.hmdb.org/marker.asp?marker=86845,Dedicated to Uncle Bill Lundy Florida's Last Confederate Veteran 1848 — 1957 And All Confederate Veterans of Florida,30.765675,-86.555243
199,0101000020E61000000B71F618764154C01C04C2F3F7353D40,,7,Confederate Veterans,J. Saxton Loyd Riverfront Park,Daytona Beach,FL,South,Monument,Monument,,1979,,http://www.hmdb.org/marker.asp?marker=46909,Part of a large veterans moument,29.2108147,-81.0228331
201,0101000020E6100000F1C23126D86954C08EB81160A2553E40,,9,Monument to Women of the Confederacy,"956 Hubbard Street, Confederate Park",Jacksonville,FL,South,Monument,Monument,,1914,,http://www.metrojacksonville.com/article/2009-apr-urban-parks-confederate-park,,30.3345089,-81.6538177
203,0101000020E6100000BEA59C2FF66954C0D0425DFF09553E40,,11,Yellow Bluff Fort Monument,Yellow Bluff Fort Park,Jacksonville,FL,South,Monument,Monument,,1950,,"http://digitalcommons.unf.edu/historical_architecture_main/2916/; http://www.americanmemorialsdirectory.com/florida.html; http://www.waymarking.com/waymarks/WM8Y3Q_Yellow_Bluff_Fort_Confederate_Memorial_Jacksonville_FL",,30.3321838,-81.655651
204,0101000020E61000009F268E97C97C54C0D4528A671A0A3C40,,12,Confederate Monument,Munn Park,Lakeland,FL,South,Monument,Monument,,1910,,"http://www.theledger.com/article/20150627/NEWS/150629404; http://www.americanmemorialsdirectory.com/florida.html",,28.0394654,-81.9498042
205,0101000020E6100000042CA85E6DDA54C0F17CAB1A29783E40,,13,Confederate Monument,Four Freedoms Park,Madison,FL,South,Monument,Monument,,Unknown,,http://www.waymarking.com/waymarks/WM4JXA_Madison_County_Confederate_Memorial_Madison_FL,,30.4693772,-83.4129254
206,0101000020E61000000FB56D18854E55C0FA57456E3CC63E40,,14,Confederate War Memorial,"4409 Lafayette Street, Confederate Park",Marianna,FL,South,Monument,Monument,,1921,,http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_325437&hlterm=confederate,http://www.cityofmarianna.com/facilities/facility/details/Confederate-Park-1,30.7743596,-85.2268735
207,0101000020E6100000CBC529841F5854C059147651F48E3C40,,15,Confederate Memorial,Magnolia Avenue,Orlando,FL,South,Monument,Monument,,1911,,http://www.orlandosentinel.com/news/politics/local/os-orlando-confederate-history-statue-20150725-story.html,"could not verify, could be the same as 488",28.5584155,-81.3769236
208,0101000020E61000000E10CCD1E3CD55C0CA4BFE277F6B3E40,,16,Confederate Memorial,Lee Square,Pensacola,FL,South,Monument,Monument,,1891,,"Geographic Names Information System, USGS; http://www.americanmemorialsdirectory.com/florida.html; http://www.pnj.com/story/news/local/pensacola/2015/08/01/confederate-monument-defaced/30929899/",,30.419909,-87.21703
209,0101000020E61000003B191C25AFE654C098840B7904233E40,,17,Confederate Monument,Hwy. 27,Perry,FL,South,Monument,Monument,,Unknown,,http://www.waymarking.com/waymarks/WM7K0P_Confederate_Monument_Perry_FL,may not be publicly funded,30.136787,-83.60444
210,0101000020E6100000645A9BC6F65354C014AE47E17AE43D40,,18,Confederate Monument,La Plaza Del Constitucion,St. Augustine,FL,South,Monument,Monument,,~1880,,http://www.flpublicarchaeology.org/civilwar/monuments/st.-augustine/csa-monument,,29.8925,-81.311937
211,0101000020E61000002310AFEB175254C060E811A3E73E3C40,,19,Confederate Monument,Veterans' Park,St. Cloud,FL,South,Monument,Monument,,2006,,http://www.civilwaralbum.com/misc20/stcloud1.htm,,28.245722,-81.28271
212,0101000020E61000005B23827170B354C0234F92AE99503E40,,20,Confederate Memorial,On East Side Of I-75 Immediately South Of Exit 439 Interchange (County Road 136),White Springs,FL,South,Monument,Monument,,2002,,"http://www.flpublicarchaeology.org/civilwar/monuments/white-springs; http://www.americanmemorialsdirectory.com/florida.html; http://www.waymarking.com/waymarks/WM1H1C_Confederate_Memorial_White_Springs_FL ",also has rebel flag,30.314845,-82.803738
213,0101000020E6100000FFB27BF2B0A454C0A888D349B67E3B40,,21,Confederate Monument,Manatee County Courthouse,Bradenton,FL,South,Monument / Courthouse,Monument,Courthouse Grounds,1924,,http://www.abcactionnews.com/news/region-sarasota-manatee/monument-dedicated-to-confederacy-sits-outside-manatee-county-courthouse-and-most-dont-even-know,,27.494969,-82.5733
214,0101000020E6100000C58D5BCCCF9854C02A013109178E3C40,,22,Confederate Soldier,Hernando County Courthouse. 20 N. Main St.,Brooksville,FL,South,Monument / Courthouse,Monument,Courthouse Grounds,1916,,http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_319909&hlterm=confederate,,28.555039,-82.387683
215,0101000020E610000070F9FEBC5F8755C0712C94F194B83E40,,23,Walton County Confederate Monument,Walton County Courthouse,Defuniak Springs,FL,South,Monument / Courthouse,Monument,Courthouse Grounds,1871,,http://www.hmdb.org/marker.asp?marker=39775,,30.7210227,-86.1152184
216,0101000020E6100000E9BEF792A14E55C02464D64114C63E40,,24,Confederate Monument,Jackson County Courthouse,Marianna,FL,South,Monument / Courthouse,Monument,Courthouse Grounds,1881,,"http://www.waymarking.com/waymarks/WM806G_Confederate_Monument_Marianna_Fl; http://www.americanmemorialsdirectory.com/florida.html",,30.7737466,-85.2286117
217,0101000020E6100000DB0AABC2B0F754C00EB5125F928B3E40,,25,Confederate Monument,Jefferson County Courthouse,Monticello,FL,South,Monument / Courthouse,Monument,Courthouse Grounds,1899,,http://www.waymarking.com/waymarks/WMBW5E_Jefferson_County_Confederate_Memorial_Monticello_FL,,30.5452022,-83.8701636
218,0101000020E61000006FBBD05CA78654C0FC885FB1862F3D40,,26,Johnny Reb Monument,Ocala-Marion County Veterans Memorial Park,Ocala,FL,South,Monument / Courthouse,Monument,Courthouse Grounds,1908,,http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_335304&hlterm=confederate,,29.185649,-82.103965
219,0101000020E6100000CA5AF91BA36854C05617A6A5A8A53D40,,27,Confederate Monument,Putnam County Courthouse,Palatka,FL,South,Monument / Courthouse,Monument,Courthouse Grounds,1956,,http://www.waymarking.com/waymarks/WM2FYJ_Putnam_County_Confederate_Monument_Palatka_Florida,,29.6471046,-81.6349554
220,0101000020E61000000F0B1060EC2455C0B8AA9102B0963E40,,28,Confederate Monument,Gadsden County Courthouse,Quincy,FL,South,Monument / Courthouse,Monument,Courthouse Grounds,1884,,http://www.capecentralhigh.com/travel/gadsden-county-florida/,,30.5886232,-84.5769272
221,0101000020E610000066D7625C169D54C085EB51B81EF33B40,,29,Confederate Soldiers Monument,Hillsborough County Courthouse. 419 Pierce St.,Tampa,FL,South,Monument / Courthouse,Monument,Courthouse Grounds,1911,,http://collections.si.edu/search/tag/tagDoc.htm?recordID=siris_ari_319874&hlterm=confederate,,27.9496875,-82.4544898
